id,city,state,attraction,category,latitude,longitude,visit_date,season,traveler_type,duration_days,rating,sentiment_label,sentiment_score,safety_score,cleanliness_score,crowd_level,cost_bucket,weather_at_visit,had_scam,had_emergency,emergency_services_nearby,review_text
77,Orchha,Madhya Pradesh,Chhatris,Heritage,25.3519,78.64,2023-12-01,Winter,Solo,5,3.2,Neutral,-0.104,8,9,High,Budget,Rainy,0,0,Hospitals:6;Police:9,Visited Chhatris in Orchha as a Solo traveler during Winter. The trip lasted 5 days. I crowd was manageable. Weather was Rainy and crowd level was High. Overall rating 3.2/5.
78,Hampi,Karnataka,Vittala Temple,Heritage,15.335,76.46,2025-09-21,Monsoon,Business,4,5.0,Positive,0.378,7,6,Medium,Mid-range,Rainy,0,0,Hospitals:13;Police:5,Visited Vittala Temple in Hampi as a Business traveler during Monsoon. The trip lasted 4 days. I felt safe most of the time. Weather was Rainy and crowd level was Medium. Overall rating 5.0/5.
79,Alleppey,Kerala,Alappuzha Beach,Backwaters,9.4981,76.3388,2025-07-09,Monsoon,Couple,5,4.9,Positive,0.7,7,7,Very High,Mid-range,Cloudy,0,0,Hospitals:12;Police:3,Visited Alappuzha Beach in Alleppey as a Couple traveler during Monsoon. The trip lasted 5 days. I great value for money. Weather was Cloudy and crowd level was Very High. Overall rating 4.9/5.
80,Jim Corbett,Uttarakhand,Corbett Falls,Wildlife,29.53,78.7747,2023-09-02,Monsoon,Family,4,5.0,Positive,0.708,6,9,Medium,Mid-range,Humid,0,0,Hospitals:2;Police:2,Visited Corbett Falls in Jim Corbett as a Family traveler during Monsoon. The trip lasted 4 days. I great for families. Weather was Humid and crowd level was Medium. Overall rating 5.0/5.
81,Kochi,Kerala,Fort Kochi,Coastal,9.9312,76.2673,2023-11-20,Autumn,Solo,2,2.1,Negative,-0.424,4,8,Very High,Mid-range,Rainy,0,0,Hospitals:7;Police:5,Visited Fort Kochi in Kochi as a Solo traveler during Autumn. The trip lasted 2 days. I overpriced services. Weather was Rainy and crowd level was Very High. Overall rating 2.1/5.
82,Delhi,Delhi,India Gate,City,28.6139,77.209,2025-06-03,Monsoon,Family,3,4.5,Positive,0.45,5,5,Medium,Mid-range,Windy,0,0,Hospitals:6;Police:1,Visited India Gate in Delhi as a Family traveler during Monsoon. The trip lasted 3 days. I felt safe most of the time. Weather was Windy and crowd level was Medium. Overall rating 4.5/5.
83,Kochi,Kerala,Fort Kochi,Coastal,9.9312,76.2673,2024-11-20,Autumn,Friends,2,3.2,Neutral,0.176,7,5,Medium,Mid-range,Windy,0,0,Hospitals:5;Police:3,Visited Fort Kochi in Kochi as a Friends traveler during Autumn. The trip lasted 2 days. I had to wait a bit. Weather was Windy and crowd level was Medium. Overall rating 3.2/5.
84,Gir,Gujarat,Kamleshwar Dam,Wildlife,21.124,70.8242,2025-09-14,Monsoon,Solo,5,4.6,Positive,0.878,8,9,Medium,Budget,Sunny,0,0,Hospitals:11;Police:2,Visited Kamleshwar Dam in Gir as a Solo traveler during Monsoon. The trip lasted 5 days. I found the locals very helpful. Weather was Sunny and crowd level was Medium. Overall rating 4.6/5.
85,Mount Abu,Rajasthan,Dilwara Temples,Hill Station,24.5925,72.7156,2025-07-02,Monsoon,Business,6,4.9,Positive,0.671,7,8,High,Mid-range,Rainy,0,0,Hospitals:16;Police:3,Visited Dilwara Temples in Mount Abu as a Business traveler during Monsoon. The trip lasted 6 days. I had a wonderful time. Weather was Rainy and crowd level was High. Overall rating 4.9/5.
86,Bhubaneswar,Odisha,Nandankanan,City,20.2961,85.8245,2025-03-26,Summer,Couple,1,3.5,Neutral,-0.055,5,8,High,Luxury,Cloudy,0,0,Hospitals:8;Police:4,Visited Nandankanan in Bhubaneswar as a Couple traveler during Summer. The trip lasted 1 days. I food options were okay. Weather was Cloudy and crowd level was High. Overall rating 3.5/5.
87,Delhi,Delhi,Qutub Minar,City,28.6139,77.209,2023-03-23,Summer,Family,4,5.0,Positive,0.426,7,6,Medium,Budget,Rainy,0,1,Hospitals:5;Police:4,Visited Qutub Minar in Delhi as a Family traveler during Summer. The trip lasted 4 days. I had a wonderful time. Weather was Rainy and crowd level was Medium. Overall rating 5.0/5.
88,Amritsar,Punjab,Wagah Border,Spiritual,31.634,74.8723,2024-04-11,Summer,Couple,6,4.2,Positive,0.312,9,6,Medium,Budget,Rainy,0,0,Hospitals:10;Police:3,Visited Wagah Border in Amritsar as a Couple traveler during Summer. The trip lasted 6 days. I found the locals very helpful. Weather was Rainy and crowd level was Medium. Overall rating 4.2/5.
89,Orchha,Madhya Pradesh,Chhatris,Heritage,25.3519,78.64,2024-12-31,Winter,Business,1,4.8,Positive,0.608,8,5,High,Mid-range,Cloudy,0,0,Hospitals:15;Police:3,Visited Chhatris in Orchha as a Business traveler during Winter. The trip lasted 1 days. I felt safe most of the time. Weather was Cloudy and crowd level was High. Overall rating 4.8/5.
90,Shimla,Himachal Pradesh,Mall Road,Hill Station,31.1048,77.1734,2025-08-04,Monsoon,Friends,3,5.0,Positive,0.744,3,6,Very High,Budget,Cloudy,0,0,Hospitals:10;Police:7,Visited Mall Road in Shimla as a Friends traveler during Monsoon. The trip lasted 3 days. I had a wonderful time. Weather was Cloudy and crowd level was Very High. Overall rating 5.0/5.
91,Pondicherry,Puducherry,Auroville,Coastal,11.9416,79.8083,2025-06-02,Monsoon,Couple,2,3.3,Neutral,-0.097,8,3,Medium,Mid-range,Cloudy,0,0,Hospitals:5;Police:6,Visited Auroville in Pondicherry as a Couple traveler during Monsoon. The trip lasted 2 days. I basic amenities available. Weather was Cloudy and crowd level was Medium. Overall rating 3.3/5.
92,Mount Abu,Rajasthan,Dilwara Temples,Hill Station,24.5925,72.7156,2024-05-06,Summer,Friends,3,4.7,Positive,0.929,7,6,High,Mid-range,Humid,0,0,Hospitals:4;Police:5,Visited Dilwara Temples in Mount Abu as a Friends traveler during Summer. The trip lasted 3 days. I had a wonderful time. Weather was Humid and crowd level was High. Overall rating 4.7/5.
93,Kolkata,West Bengal,Victoria Memorial,City,22.5726,88.3639,2024-11-23,Autumn,Friends,4,5.0,Positive,0.663,10,5,High,Budget,Rainy,0,0,Hospitals:6;Police:10,Visited Victoria Memorial in Kolkata as a Friends traveler during Autumn. The trip lasted 4 days. I great value for money. Weather was Rainy and crowd level was High. Overall rating 5.0/5.
94,Kolkata,West Bengal,Victoria Memorial,City,22.5726,88.3639,2023-12-04,Winter,Solo,6,3.3,Neutral,0.139,9,8,Very High,Luxury,Cloudy,0,0,Hospitals:6;Police:5,Visited Victoria Memorial in Kolkata as a Solo traveler during Winter. The trip lasted 6 days. I nothing extraordinary. Weather was Cloudy and crowd level was Very High. Overall rating 3.3/5.
95,Jaisalmer,Rajasthan,Sam Sand Dunes,Desert,26.9157,70.9083,2023-04-02,Summer,Family,4,4.7,Positive,0.347,5,9,Low,Mid-range,Rainy,0,0,Hospitals:8;Police:7,Visited Sam Sand Dunes in Jaisalmer as a Family traveler during Summer. The trip lasted 4 days. I found the locals very helpful. Weather was Rainy and crowd level was Low. Overall rating 4.7/5.
96,Ooty,Tamil Nadu,Doddabetta Peak,Hill Station,11.4064,76.6932,2023-04-16,Summer,Business,7,4.6,Positive,0.736,7,8,High,Mid-range,Windy,0,0,Hospitals:8;Police:6,Visited Doddabetta Peak in Ooty as a Business traveler during Summer. The trip lasted 7 days. I scenic views were breathtaking. Weather was Windy and crowd level was High. Overall rating 4.6/5.
97,Bhopal,Madhya Pradesh,Sanchi Stupa,City,23.2599,77.4126,2023-04-21,Summer,Solo,3,5.0,Positive,0.688,6,6,Low,Budget,Rainy,0,0,Hospitals:13;Police:10,Visited Sanchi Stupa in Bhopal as a Solo traveler during Summer. The trip lasted 3 days. I found the locals very helpful. Weather was Rainy and crowd level was Low. Overall rating 5.0/5.
98,Rishikesh,Uttarakhand,Neer Garh Waterfall,Adventure,30.0869,78.2676,2023-05-02,Summer,Family,3,5.0,Positive,0.934,4,5,High,Mid-range,Sunny,0,0,Hospitals:4;Police:7,Visited Neer Garh Waterfall in Rishikesh as a Family traveler during Summer. The trip lasted 3 days. I had a wonderful time. Weather was Sunny and crowd level was High. Overall rating 5.0/5.
99,Guwahati,Assam,Umananda,City,26.1445,91.7362,2023-11-08,Autumn,Family,1,3.2,Neutral,-0.062,6,4,High,Budget,Rainy,0,0,Hospitals:6;Police:6,Visited Umananda in Guwahati as a Family traveler during Autumn. The trip lasted 1 days. I nothing extraordinary. Weather was Rainy and crowd level was High. Overall rating 3.2/5.
100,Gir,Gujarat,Kamleshwar Dam,Wildlife,21.124,70.8242,2025-01-01,Winter,Business,4,5.0,Positive,0.799,10,7,Medium,Mid-range,Humid,1,0,Hospitals:14;Police:9,Visited Kamleshwar Dam in Gir as a Business traveler during Winter. The trip lasted 4 days. I found the locals very helpful. Weather was Humid and crowd level was Medium. Overall rating 5.0/5.
101,Puri,Odisha,Jagannath Temple,Coastal,19.8135,85.8312,2025-07-20,Monsoon,Family,6,3.1,Neutral,0.004,4,9,Medium,Mid-range,Windy,0,0,Hospitals:7;Police:1,Visited Jagannath Temple in Puri as a Family traveler during Monsoon. The trip lasted 6 days. I experience was average. Weather was Windy and crowd level was Medium. Overall rating 3.1/5.
102,Gir,Gujarat,Gir National Park,Wildlife,21.124,70.8242,2023-01-02,Winter,Business,7,5.0,Positive,0.568,6,5,Low,Budget,Windy,0,0,Hospitals:5;Police:5,Visited Gir National Park in Gir as a Business traveler during Winter. The trip lasted 7 days. I great for families. Weather was Windy and crowd level was Low. Overall rating 5.0/5.
103,Nainital,Uttarakhand,Naini Lake,Hill Station,29.3919,79.4542,2025-06-09,Monsoon,Family,1,2.7,Neutral,0.159,9,3,Low,Budget,Sunny,0,0,Hospitals:6;Police:4,Visited Naini Lake in Nainital as a Family traveler during Monsoon. The trip lasted 1 days. I food options were okay. Weather was Sunny and crowd level was Low. Overall rating 2.7/5.
104,Nainital,Uttarakhand,Snow View,Hill Station,29.3919,79.4542,2025-08-29,Monsoon,Business,1,5.0,Positive,0.464,4,3,High,Budget,Windy,0,0,Hospitals:6;Police:10,Visited Snow View in Nainital as a Business traveler during Monsoon. The trip lasted 1 days. I great value for money. Weather was Windy and crowd level was High. Overall rating 5.0/5.
105,Hampi,Karnataka,Matanga Hill,Heritage,15.335,76.46,2024-09-11,Monsoon,Family,3,3.7,Neutral,-0.127,5,8,Low,Budget,Rainy,0,0,Hospitals:8;Police:5,Visited Matanga Hill in Hampi as a Family traveler during Monsoon. The trip lasted 3 days. I had to wait a bit. Weather was Rainy and crowd level was Low. Overall rating 3.7/5.
106,Nainital,Uttarakhand,Snow View,Hill Station,29.3919,79.4542,2024-05-04,Summer,Family,4,2.0,Negative,-0.209,7,7,High,Mid-range,Windy,0,0,Hospitals:4;Police:6,Visited Snow View in Nainital as a Family traveler during Summer. The trip lasted 4 days. I overpriced services. Weather was Windy and crowd level was High. Overall rating 2.0/5.
107,Alleppey,Kerala,Alappuzha Beach,Backwaters,9.4981,76.3388,2024-01-19,Winter,Couple,6,5.0,Positive,0.431,4,7,Medium,Luxury,Humid,0,0,Hospitals:5;Police:4,Visited Alappuzha Beach in Alleppey as a Couple traveler during Winter. The trip lasted 6 days. I loved the food and culture. Weather was Humid and crowd level was Medium. Overall rating 5.0/5.
108,Nainital,Uttarakhand,Snow View,Hill Station,29.3919,79.4542,2023-10-30,Autumn,Couple,1,5.0,Positive,0.32,7,7,High,Budget,Humid,0,0,Hospitals:4;Police:5,Visited Snow View in Nainital as a Couple traveler during Autumn. The trip lasted 1 days. I transport was convenient. Weather was Humid and crowd level was High. Overall rating 5.0/5.
109,Orchha,Madhya Pradesh,Orchha Fort,Heritage,25.3519,78.64,2025-10-06,Autumn,Family,6,4.8,Positive,0.946,6,6,Medium,Budget,Cloudy,0,0,Hospitals:8;Police:4,Visited Orchha Fort in Orchha as a Family traveler during Autumn. The trip lasted 6 days. I transport was convenient. Weather was Cloudy and crowd level was Medium. Overall rating 4.8/5.
110,Gir,Gujarat,Kamleshwar Dam,Wildlife,21.124,70.8242,2024-02-01,Winter,Business,1,4.8,Positive,0.506,6,8,Medium,Mid-range,Humid,0,0,Hospitals:12;Police:11,Visited Kamleshwar Dam in Gir as a Business traveler during Winter. The trip lasted 1 days. I great value for money. Weather was Humid and crowd level was Medium. Overall rating 4.8/5.
111,Ahmedabad,Gujarat,Adalaj Stepwell,City,23.0225,72.5714,2025-04-07,Summer,Couple,5,2.4,Negative,-0.741,6,7,High,Mid-range,Windy,0,0,Hospitals:5;Police:5,Visited Adalaj Stepwell in Ahmedabad as a Couple traveler during Summer. The trip lasted 5 days. I service quality was inconsistent. Weather was Windy and crowd level was High. Overall rating 2.4/5.
112,Shimla,Himachal Pradesh,Kufri,Hill Station,31.1048,77.1734,2024-03-29,Summer,Solo,4,5.0,Positive,0.317,4,3,Medium,Mid-range,Cold,0,0,Hospitals:10;Police:6,Visited Kufri in Shimla as a Solo traveler during Summer. The trip lasted 4 days. I transport was convenient. Weather was Cold and crowd level was Medium. Overall rating 5.0/5.
113,Nainital,Uttarakhand,Tiffin Top,Hill Station,29.3919,79.4542,2024-05-12,Summer,Business,4,4.8,Positive,0.458,7,6,Low,Mid-range,Sunny,0,0,Hospitals:10;Police:7,Visited Tiffin Top in Nainital as a Business traveler during Summer. The trip lasted 4 days. I great value for money. Weather was Sunny and crowd level was Low. Overall rating 4.8/5.
114,Darjeeling,West Bengal,Tea Gardens,Hill Station,27.041,88.2663,2023-10-18,Autumn,Family,2,3.4,Neutral,0.094,5,8,Medium,Budget,Cloudy,0,0,Hospitals:8;Police:1,Visited Tea Gardens in Darjeeling as a Family traveler during Autumn. The trip lasted 2 days. I crowd was manageable. Weather was Cloudy and crowd level was Medium. Overall rating 3.4/5.
115,Manali,Himachal Pradesh,Solang Valley,Mountain,32.2432,77.1892,2025-08-16,Monsoon,Solo,1,2.4,Negative,-0.226,7,9,Medium,Budget,Humid,0,0,Hospitals:7;Police:8,Visited Solang Valley in Manali as a Solo traveler during Monsoon. The trip lasted 1 days. I traffic was chaotic. Weather was Humid and crowd level was Medium. Overall rating 2.4/5.
116,Shillong,Meghalaya,Elephant Falls,Hill Station,25.5788,91.8933,2024-12-26,Winter,Friends,4,4.4,Positive,0.448,7,4,Medium,Mid-range,Windy,0,0,Hospitals:10;Police:2,Visited Elephant Falls in Shillong as a Friends traveler during Winter. The trip lasted 4 days. I scenic views were breathtaking. Weather was Windy and crowd level was Medium. Overall rating 4.4/5.
117,Puri,Odisha,Jagannath Temple,Coastal,19.8135,85.8312,2023-02-19,Winter,Friends,3,4.4,Positive,0.826,8,5,Medium,Budget,Humid,0,0,Hospitals:9;Police:12,Visited Jagannath Temple in Puri as a Friends traveler during Winter. The trip lasted 3 days. I clean and well-maintained. Weather was Humid and crowd level was Medium. Overall rating 4.4/5.
118,Darjeeling,West Bengal,Tiger Hill,Hill Station,27.041,88.2663,2024-10-23,Autumn,Solo,5,2.1,Negative,-0.451,8,10,Medium,Budget,Humid,0,0,Hospitals:4;Police:9,Visited Tiger Hill in Darjeeling as a Solo traveler during Autumn. The trip lasted 5 days. I encountered a minor scam attempt. Weather was Humid and crowd level was Medium. Overall rating 2.1/5.
119,Kolkata,West Bengal,Victoria Memorial,City,22.5726,88.3639,2024-09-28,Monsoon,Business,7,4.8,Positive,0.519,5,7,Medium,Mid-range,Sunny,0,0,Hospitals:9;Police:1,Visited Victoria Memorial in Kolkata as a Business traveler during Monsoon. The trip lasted 7 days. I clean and well-maintained. Weather was Sunny and crowd level was Medium. Overall rating 4.8/5.
120,Orchha,Madhya Pradesh,Orchha Fort,Heritage,25.3519,78.64,2025-09-25,Monsoon,Solo,4,2.8,Neutral,0.027,7,8,Low,Mid-range,Cloudy,0,0,Hospitals:3;Police:7,Visited Orchha Fort in Orchha as a Solo traveler during Monsoon. The trip lasted 4 days. I food options were okay. Weather was Cloudy and crowd level was Low. Overall rating 2.8/5.
121,Bengaluru,Karnataka,Bangalore Palace,City,12.9716,77.5946,2023-02-27,Winter,Business,3,2.2,Negative,-0.588,4,8,Low,Luxury,Humid,0,0,Hospitals:1;Police:4,Visited Bangalore Palace in Bengaluru as a Business traveler during Winter. The trip lasted 3 days. I had trouble finding transport. Weather was Humid and crowd level was Low. Overall rating 2.2/5.
122,Shillong,Meghalaya,Laitlum,Hill Station,25.5788,91.8933,2024-10-31,Autumn,Business,1,2.8,Neutral,0.179,6,7,Medium,Budget,Cold,0,0,Hospitals:11;Police:7,Visited Laitlum in Shillong as a Business traveler during Autumn. The trip lasted 1 days. I food options were okay. Weather was Cold and crowd level was Medium. Overall rating 2.8/5.
123,Ahmedabad,Gujarat,Sabarmati Ashram,City,23.0225,72.5714,2023-11-17,Autumn,Friends,1,3.4,Neutral,0.165,7,7,Medium,Budget,Rainy,0,0,Hospitals:12;Police:2,Visited Sabarmati Ashram in Ahmedabad as a Friends traveler during Autumn. The trip lasted 1 days. I food options were okay. Weather was Rainy and crowd level was Medium. Overall rating 3.4/5.
124,Darjeeling,West Bengal,Tea Gardens,Hill Station,27.041,88.2663,2023-12-27,Winter,Family,5,2.8,Neutral,-0.011,7,3,High,Budget,Humid,0,0,Hospitals:9;Police:3,Visited Tea Gardens in Darjeeling as a Family traveler during Winter. The trip lasted 5 days. I had to wait a bit. Weather was Humid and crowd level was High. Overall rating 2.8/5.
125,Cherrapunji,Meghalaya,Living Root Bridges,Nature,25.2841,91.7305,2023-05-23,Summer,Family,6,2.0,Negative,-0.549,9,8,High,Mid-range,Sunny,0,0,Hospitals:1;Police:3,Visited Living Root Bridges in Cherrapunji as a Family traveler during Summer. The trip lasted 6 days. I service quality was inconsistent. Weather was Sunny and crowd level was High. Overall rating 2.0/5.
126,Alleppey,Kerala,Backwaters,Backwaters,9.4981,76.3388,2023-03-14,Summer,Family,7,3.5,Neutral,0.011,8,5,Medium,Luxury,Rainy,0,0,Hospitals:7;Police:7,Visited Backwaters in Alleppey as a Family traveler during Summer. The trip lasted 7 days. I basic amenities available. Weather was Rainy and crowd level was Medium. Overall rating 3.5/5.
127,Bhopal,Madhya Pradesh,Upper Lake,City,23.2599,77.4126,2023-12-02,Winter,Couple,6,3.2,Neutral,0.18,8,5,Medium,Mid-range,Cloudy,0,0,Hospitals:9;Police:3,Visited Upper Lake in Bhopal as a Couple traveler during Winter. The trip lasted 6 days. I crowd was manageable. Weather was Cloudy and crowd level was Medium. Overall rating 3.2/5.
128,Udaipur,Rajasthan,Jag Mandir,Heritage,24.5854,73.7125,2023-04-02,Summer,Couple,5,4.3,Positive,0.909,6,8,High,Budget,Sunny,1,0,Hospitals:2;Police:1,Visited Jag Mandir in Udaipur as a Couple traveler during Summer. The trip lasted 5 days. I loved the food and culture. Weather was Sunny and crowd level was High. Overall rating 4.3/5.
129,Rann of Kutch,Gujarat,Kalo Dungar,Desert,23.7337,69.8597,2025-02-16,Winter,Family,1,3.8,Neutral,-0.054,6,5,High,Budget,Humid,0,0,Hospitals:6;Police:6,Visited Kalo Dungar in Rann of Kutch as a Family traveler during Winter. The trip lasted 1 days. I had to wait a bit. Weather was Humid and crowd level was High. Overall rating 3.8/5.
130,Rann of Kutch,Gujarat,White Desert,Desert,23.7337,69.8597,2025-03-30,Summer,Couple,5,4.8,Positive,0.643,4,6,High,Budget,Humid,0,0,Hospitals:12;Police:4,Visited White Desert in Rann of Kutch as a Couple traveler during Summer. The trip lasted 5 days. I scenic views were breathtaking. Weather was Humid and crowd level was High. Overall rating 4.8/5.
131,Bhubaneswar,Odisha,Nandankanan,City,20.2961,85.8245,2024-08-20,Monsoon,Solo,5,4.0,Positive,0.312,6,8,Low,Mid-range,Humid,0,1,Hospitals:4;Police:2,Visited Nandankanan in Bhubaneswar as a Solo traveler during Monsoon. The trip lasted 5 days. I scenic views were breathtaking. Weather was Humid and crowd level was Low. Overall rating 4.0/5.
